Dist_1_2,Dist_1_3,Dist_2_3,InertialTensor,Interference,Ixx,Iyy,Izz,Mass,Angle,BattX,BattZ,CompX,CompZ,GyroX,GyroZ
1145.48496795,907.392314164,1995.0,331495489973.0,0,60206791071.3,113209123016.0,158079575885.0,6035.239756344257,161.342749145,-173.694775866,240.28277467,-481.116206581,-249.850934814,-335.313624517,-11.3052960526
1132.63857557,891.120161855,1995.0,338045239406.0,0,62204600472.0,114466160736.0,161374478197.0,6035.239756344257,176.920476684,-691.973382716,168.730977784,-54.1228935801,-349.5358818,-866.311467378,-38.7987479539
1146.15232127,1084.43339921,2105.92345912,338085110267.0,0,62181308802.5,114526548735.0,161377252729.0,6035.239756344257,176.644672475,76.9384674518,230.966698414,674.454309537,-394.717034391,-629.615505044,-46.9864047576
1135.84251293,922.857056864,2011.42729571,345992905270.0,1,61585109679.8,119091430382.0,165316365208.0,6035.239756344257,172.32958932,772.722505244,225.501420288,585.134507621,-327.016796621,837.188380977,47.7871410413
1167.01064705,1052.27456813,2114.36195585,337881779426.0,1,62062467483.4,114556953846.0,161262358096.0,6035.239756344257,175.736145953,183.019630091,272.061877778,700.358108649,-398.370187102,-801.609347813,-4.69051326903
1148.47808656,917.683160608,1995.16653654,338356965899.0,0,62369422075.8,114483672318.0,161503871505.0,6035.239756344257,177.855290892,130.302400085,244.005466732,-314.523871941,-340.393675668,-429.901807692,25.778062774
1142.57394686,950.273575845,2027.37195728,337690370852.0,0,62009988915.5,114496539096.0,161183842840.0,6035.239756344257,175.491242108,60.8182362223,217.661126949,360.849072578,-231.587112791,-242.739169778,-2.41686967534
1257.33246237,988.620993718,1999.05454052,340245148432.0,0,61673620280.9,116119766165.0,162451761987.0,6035.239756344257,173.040328148,-410.054838702,248.65716079,387.18998645,-271.805322046,514.445854592,-3.33622257765
1130.8071242,1069.80675487,2081.96103245,331972276533.0,0,60275927229.5,113355260068.0,158341089235.0,6035.239756344257,162.160649972,-302.42246013,155.963944998,595.429878855,-266.867351719,-516.952409576,-33.2342058015
1395.81976964,1269.40468166,1996.969221,339697412713.0,1,60155284995.6,117345950824.0,162196176894.0,6035.239756344257,161.021061201,-962.55893088,185.898238305,900.669246073,-171.427385675,812.006572823,-7.8676927389
1164.17937908,930.880565207,1995.0,337732336612.0,0,62017078598.5,114507437440.0,161207820574.0,6035.239756344257,175.561321158,240.771715607,207.225982067,-63.7667147479,-299.675195139,-393.020355048,-24.5758243183
1183.82649932,1172.03673469,2035.05436274,342587032097.0,1,62215033446.9,116735293150.0,163636705500.0,6035.239756344257,176.932477245,224.392975166,161.30875889,987.298337432,-383.644363572,587.264037179,37.3338708976
1309.5086796,961.661737848,2020.06222429,331890683925.0,0,60206409671.6,113408339063.0,158275935190.0,6035.239756344257,161.328273184,660.637621773,197.979937587,314.267527287,-177.647461637,-144.6288519,43.1545047553
1311.33198928,1109.42173501,1995.0,337240596129.0,0,61676273799.1,114625622345.0,160938699985.0,6035.239756344257,172.981531144,621.488429275,280.96924812,-23.0749650824,-300.369119405,-343.167596103,-45.1812844272
1350.79013519,914.495122596,2097.35606192,338274850755.0,0,62059592210.8,114751812523.0,161463446022.0,6035.239756344257,175.747761145,709.536908586,258.440253599,647.20742462,-351.472670401,-712.838288505,-7.04609441186
1131.07047569,910.008570016,2010.1350286,334820492378.0,0,60967974915.8,114086102418.0,159766415044.0,6035.239756344257,167.923394461,46.8054662717,150.763620637,246.206891028,-382.184268189,-408.020343071,-5.73024972544
1243.2496449,897.78494049,2056.91562301,339959334165.0,0,61634914347.8,116001354338.0,162323065479.0,6035.239756344257,172.863056728,-456.743256705,200.979599391,-331.241718498,-263.964750101,500.876112596,-49.4816829791
1151.91007836,917.737887277,1995.01427459,335597408853.0,0,61218482596.1,114261044095.0,160117882162.0,6035.239756344257,169.581989337,-900.937596864,276.79925893,-870.524426504,-227.591895254,-725.243975067,7.54690773899
1233.34958962,922.228599717,2024.93396572,347292013300.0,0,62589611158.3,118736794981.0,165965607161.0,6035.239756344257,179.279180248,384.971789184,277.512076026,473.671494905,-280.099713418,820.561341266,-27.0042014951
1149.95905787,917.258377847,1995.11244541,333719327631.0,0,60676207255.7,113838712791.0,159204407584.0,6035.239756344257,165.479891871,193.108140127,196.079519448,-111.216587141,-237.375491644,21.181827898,-38.2975661709
1158.83701002,924.76457751,1995.26597426,333990517897.0,0,60769436044.9,113913297947.0,159307783905.0,6035.239756344257,165.980496431,-472.110494755,297.494900445,32.5777228435,-166.935370135,-256.419322231,-49.8579513923
1130.05787159,967.733803439,2029.99635137,336714671583.0,0,61590422841.0,114421541923.0,160702706820.0,6035.239756344257,172.554134775,-631.994701584,175.006481212,374.508272074,-219.201465705,-730.639714424,24.5711358543
1267.54959285,892.568445967,2085.18279992,336888242446.0,1,61032545797.6,115063180150.0,160792516498.0,6035.239756344257,168.369349797,868.547707753,172.931127488,902.433632283,-272.279739896,296.05375932,16.3021092636
1145.71784503,920.103358251,1995.46666433,331179220290.0,0,60163568598.6,113122361378.0,157893290314.0,6035.239756344257,160.70048939,-674.247949134,284.54382767,-505.14956227,-241.701086995,-385.037887542,43.1533133186
1327.20089971,1128.13440165,1995.0,338322399305.0,0,62139783438.2,114693126256.0,161489489611.0,6035.239756344257,176.31638013,666.206709738,251.457447867,-134.324512389,-288.162524879,-62.3188384333,-33.1358229483
1181.40955524,952.341082387,1995.0,338121863769.0,0,62204322148.5,114525285844.0,161392255776.0,6035.239756344257,176.778717224,287.76843391,241.904662311,-837.707177047,-199.091771806,-299.775442296,-49.9534019749
1176.13076513,903.344549735,2019.49206113,339478197073.0,0,62324737412.9,115091924043.0,162061535617.0,6035.239756344257,177.534879828,-197.449116969,224.513642205,-684.756898525,-377.487513878,310.434769626,44.1977236172
1177.12018866,983.719784829,1998.46731608,347609415835.0,2,62283786948.1,119198507107.0,166127121779.0,6035.239756344257,177.258064833,603.841583782,269.273140555,963.802124452,-380.334129622,846.130490519,-43.5281822605
1152.48264009,1313.31588286,2202.36041243,333631556725.0,1,60648915082.4,113860882187.0,159121759455.0,6035.239756344257,164.932533787,-922.463996339,299.279691701,932.52628612,-292.523345947,-119.186882675,27.5882569855
1245.53251356,961.964683396,2001.63676012,340863907556.0,0,62011710188.2,116079514600.0,162772682768.0,6035.239756344257,175.517608066,-721.229577424,210.479396608,339.778568636,-382.210705585,502.642682175,-7.6319323326
1217.45088303,1014.84574857,2190.14001962,345031487500.0,2,60920918927.5,119259396360.0,164851172213.0,6035.239756344257,167.386379008,466.960466119,215.022827817,-875.932847983,-249.297471099,903.441111196,21.9650668711
1402.87330143,1220.03438129,1995.17267208,338200884888.0,0,61972109079.3,114787055252.0,161441720556.0,6035.239756344257,175.245624922,829.057526538,188.474160607,-132.730920957,-303.388822906,-46.550496993,26.2486461432
1194.42650187,968.441876613,1995.0,337015893879.0,0,61670789588.3,114491620926.0,160853483365.0,6035.239756344257,173.137940164,367.349567188,193.155284332,-415.447886465,-303.538378874,-723.813611918,-9.66142713632
1131.11262506,1163.40130026,2145.23832147,335681774327.0,1,61198427234.4,114286964638.0,160196382454.0,6035.239756344257,169.706366411,37.5059217856,153.652453272,788.684002564,-285.256766266,-750.552463652,-17.7967722117
1165.67988984,1203.9393054,2227.29774094,336050646602.0,1,61298997699.7,114402712233.0,160348936670.0,6035.239756344257,170.228796509,205.733206785,261.361402504,990.293636813,-262.820509318,-386.914105778,12.1958888476
1141.77612292,912.211262378,1995.32397274,338627272966.0,0,62545734698.8,114451336321.0,161630201946.0,6035.239756344257,178.970118479,-446.610163746,257.884445458,-560.365892132,-265.098769256,-344.970788861,35.9549186381
